Datetime,Open,High,Low,Close,Adj Close,Volume
2023-12-25 14:20:00+00:00,2281.890869140625,2281.890869140625,2281.890869140625,2281.890869140625,2281.890869140625,0
2023-12-25 14:21:00+00:00,2280.66943359375,2280.66943359375,2280.66943359375,2280.66943359375,2280.66943359375,0
2023-12-25 14:22:00+00:00,2279.6669921875,2279.6669921875,2279.6669921875,2279.6669921875,2279.6669921875,2208256
2023-12-25 14:23:00+00:00,2281.583984375,2281.583984375,2281.583984375,2281.583984375,2281.583984375,2944000
2023-12-25 14:24:00+00:00,2283.337646484375,2283.337646484375,2283.337646484375,2283.337646484375,2283.337646484375,282112
2023-12-25 14:25:00+00:00,2284.910400390625,2284.910400390625,2284.910400390625,2284.910400390625,2284.910400390625,505856
2023-12-25 14:26:00+00:00,2284.794189453125,2284.794189453125,2284.794189453125,2284.794189453125,2284.794189453125,7666688
2023-12-25 14:27:00+00:00,2284.883544921875,2284.883544921875,2284.883544921875,2284.883544921875,2284.883544921875,1714688
2023-12-25 14:28:00+00:00,2285.37548828125,2285.37548828125,2285.37548828125,2285.37548828125,2285.37548828125,678912
2023-12-25 14:29:00+00:00,2287.28515625,2287.28515625,2287.28515625,2287.28515625,2287.28515625,8924672
2023-12-25 14:30:00+00:00,2288.552734375,2288.552734375,2288.552734375,2288.552734375,2288.552734375,1372160
2023-12-25 14:31:00+00:00,2289.2958984375,2289.2958984375,2289.2958984375,2289.2958984375,2289.2958984375,2617856
2023-12-25 14:32:00+00:00,2289.41259765625,2289.41259765625,2289.41259765625,2289.41259765625,2289.41259765625,1403392
2023-12-25 14:33:00+00:00,2289.951171875,2289.951171875,2289.951171875,2289.951171875,2289.951171875,912896
2023-12-25 14:34:00+00:00,2289.40625,2289.40625,2289.40625,2289.40625,2289.40625,0
2023-12-25 14:35:00+00:00,2289.957763671875,2289.957763671875,2289.957763671875,2289.957763671875,2289.957763671875,0
2023-12-25 14:37:00+00:00,2288.360107421875,2288.360107421875,2288.360107421875,2288.360107421875,2288.360107421875,222208
2023-12-25 14:38:00+00:00,2287.83056640625,2287.83056640625,2287.83056640625,2287.83056640625,2287.83056640625,0
2023-12-25 14:39:00+00:00,2287.015869140625,2287.015869140625,2287.015869140625,2287.015869140625,2287.015869140625,0
2023-12-25 14:40:00+00:00,2288.0390625,2288.0390625,2288.0390625,2288.0390625,2288.0390625,578048
2023-12-25 14:41:00+00:00,2289.451904296875,2289.451904296875,2289.451904296875,2289.451904296875,2289.451904296875,2811392
2023-12-25 14:42:00+00:00,2290.10791015625,2290.10791015625,2290.10791015625,2290.10791015625,2290.10791015625,569344
2023-12-25 14:43:00+00:00,2289.450927734375,2289.450927734375,2289.450927734375,2289.450927734375,2289.450927734375,1713152
2023-12-25 14:44:00+00:00,2290.03271484375,2290.03271484375,2290.03271484375,2290.03271484375,2290.03271484375,5816320
2023-12-25 14:45:00+00:00,2289.7880859375,2289.7880859375,2289.7880859375,2289.7880859375,2289.7880859375,0
2023-12-25 14:46:00+00:00,2291.0302734375,2291.0302734375,2291.0302734375,2291.0302734375,2291.0302734375,0
2023-12-25 14:47:00+00:00,2291.27001953125,2291.27001953125,2291.27001953125,2291.27001953125,2291.27001953125,0
2023-12-25 14:48:00+00:00,2290.5927734375,2290.5927734375,2290.5927734375,2290.5927734375,2290.5927734375,502272
2023-12-25 14:49:00+00:00,2291.0673828125,2291.0673828125,2291.0673828125,2291.0673828125,2291.0673828125,0
2023-12-25 14:50:00+00:00,2291.68896484375,2291.68896484375,2291.68896484375,2291.68896484375,2291.68896484375,0
2023-12-25 14:51:00+00:00,2292.083740234375,2292.083740234375,2292.083740234375,2292.083740234375,2292.083740234375,560640
2023-12-25 14:52:00+00:00,2291.114013671875,2291.114013671875,2291.114013671875,2291.114013671875,2291.114013671875,0
2023-12-25 14:53:00+00:00,2290.73583984375,2290.73583984375,2290.73583984375,2290.73583984375,2290.73583984375,0
2023-12-25 14:54:00+00:00,2290.9228515625,2290.9228515625,2290.9228515625,2290.9228515625,2290.9228515625,0
2023-12-25 14:55:00+00:00,2290.91015625,2290.91015625,2290.91015625,2290.91015625,2290.91015625,0
2023-12-25 14:56:00+00:00,2292.010986328125,2292.010986328125,2292.010986328125,2292.010986328125,2292.010986328125,0
2023-12-25 14:57:00+00:00,2291.701171875,2291.701171875,2291.701171875,2291.701171875,2291.701171875,0
2023-12-25 14:58:00+00:00,2291.548095703125,2291.548095703125,2291.548095703125,2291.548095703125,2291.548095703125,1224704
2023-12-25 14:59:00+00:00,2290.78369140625,2290.78369140625,2290.78369140625,2290.78369140625,2290.78369140625,0
2023-12-25 15:00:00+00:00,2290.934326171875,2290.934326171875,2290.934326171875,2290.934326171875,2290.934326171875,583168
2023-12-25 15:01:00+00:00,2291.643798828125,2291.643798828125,2291.643798828125,2291.643798828125,2291.643798828125,0
2023-12-25 15:02:00+00:00,2292.41845703125,2292.41845703125,2292.41845703125,2292.41845703125,2292.41845703125,0
2023-12-25 15:03:00+00:00,2292.346923828125,2292.346923828125,2292.346923828125,2292.346923828125,2292.346923828125,634880
2023-12-25 15:04:00+00:00,2292.166015625,2292.166015625,2292.166015625,2292.166015625,2292.166015625,1195008
2023-12-25 15:05:00+00:00,2292.515869140625,2292.515869140625,2292.515869140625,2292.515869140625,2292.515869140625,2070016
2023-12-25 15:06:00+00:00,2291.380859375,2291.380859375,2291.380859375,2291.380859375,2291.380859375,471040
2023-12-25 15:07:00+00:00,2289.0458984375,2289.0458984375,2289.0458984375,2289.0458984375,2289.0458984375,0
2023-12-25 15:08:00+00:00,2286.47509765625,2286.47509765625,2286.47509765625,2286.47509765625,2286.47509765625,0
2023-12-25 15:09:00+00:00,2286.455322265625,2286.455322265625,2286.455322265625,2286.455322265625,2286.455322265625,162816
2023-12-25 15:10:00+00:00,2287.57568359375,2287.57568359375,2287.57568359375,2287.57568359375,2287.57568359375,857088
2023-12-25 15:11:00+00:00,2288.269775390625,2288.269775390625,2288.269775390625,2288.269775390625,2288.269775390625,5838848
2023-12-25 15:12:00+00:00,2287.8037109375,2287.8037109375,2287.8037109375,2287.8037109375,2287.8037109375,1634816
2023-12-25 15:13:00+00:00,2286.236572265625,2286.236572265625,2286.236572265625,2286.236572265625,2286.236572265625,502784
2023-12-25 15:14:00+00:00,2287.20849609375,2287.20849609375,2287.20849609375,2287.20849609375,2287.20849609375,8284160
2023-12-25 15:15:00+00:00,2285.581298828125,2285.581298828125,2285.581298828125,2285.581298828125,2285.581298828125,1453056
2023-12-25 15:16:00+00:00,2285.69580078125,2285.69580078125,2285.69580078125,2285.69580078125,2285.69580078125,0
2023-12-25 15:17:00+00:00,2286.78955078125,2286.78955078125,2286.78955078125,2286.78955078125,2286.78955078125,0
2023-12-25 15:18:00+00:00,2286.551025390625,2286.551025390625,2286.551025390625,2286.551025390625,2286.551025390625,174592
2023-12-25 15:19:00+00:00,2287.544921875,2287.544921875,2287.544921875,2287.544921875,2287.544921875,475648
2023-12-25 15:20:00+00:00,2288.354248046875,2288.354248046875,2288.354248046875,2288.354248046875,2288.354248046875,2325504
2023-12-25 15:21:00+00:00,2289.5849609375,2289.5849609375,2289.5849609375,2289.5849609375,2289.5849609375,553472
2023-12-25 15:23:00+00:00,2290.09814453125,2290.09814453125,2290.09814453125,2290.09814453125,2290.09814453125,5085696
2023-12-25 15:24:00+00:00,2290.273193359375,2290.273193359375,2290.273193359375,2290.273193359375,2290.273193359375,787456
2023-12-25 15:25:00+00:00,2291.226318359375,2291.226318359375,2291.226318359375,2291.226318359375,2291.226318359375,230400
2023-12-25 15:26:00+00:00,2290.440673828125,2290.440673828125,2290.440673828125,2290.440673828125,2290.440673828125,1383424
2023-12-25 15:27:00+00:00,2290.50341796875,2290.50341796875,2290.50341796875,2290.50341796875,2290.50341796875,1683968
2023-12-25 15:28:00+00:00,2290.56494140625,2290.56494140625,2290.56494140625,2290.56494140625,2290.56494140625,0
2023-12-25 15:29:00+00:00,2290.646728515625,2290.646728515625,2290.646728515625,2290.646728515625,2290.646728515625,4626944
2023-12-25 15:31:00+00:00,2290.36083984375,2290.36083984375,2290.36083984375,2290.36083984375,2290.36083984375,0
2023-12-25 15:32:00+00:00,2290.19677734375,2290.19677734375,2290.19677734375,2290.19677734375,2290.19677734375,2300416
2023-12-25 15:33:00+00:00,2289.63916015625,2289.63916015625,2289.63916015625,2289.63916015625,2289.63916015625,939008
2023-12-25 15:34:00+00:00,2290.200927734375,2290.200927734375,2290.200927734375,2290.200927734375,2290.200927734375,38912
2023-12-25 15:35:00+00:00,2290.58837890625,2290.58837890625,2290.58837890625,2290.58837890625,2290.58837890625,0
2023-12-25 15:36:00+00:00,2289.680419921875,2289.680419921875,2289.680419921875,2289.680419921875,2289.680419921875,369664
2023-12-25 15:37:00+00:00,2289.214111328125,2289.214111328125,2289.214111328125,2289.214111328125,2289.214111328125,0
2023-12-25 15:38:00+00:00,2288.094482421875,2288.094482421875,2288.094482421875,2288.094482421875,2288.094482421875,1235968
2023-12-25 15:39:00+00:00,2288.29833984375,2288.29833984375,2288.29833984375,2288.29833984375,2288.29833984375,1147392
2023-12-25 15:41:00+00:00,2291.08349609375,2291.08349609375,2291.08349609375,2291.08349609375,2291.08349609375,0
2023-12-25 15:42:00+00:00,2293.83837890625,2293.83837890625,2293.83837890625,2293.83837890625,2293.83837890625,0
2023-12-25 15:43:00+00:00,2291.0341796875,2291.0341796875,2291.0341796875,2291.0341796875,2291.0341796875,8616448
2023-12-25 15:44:00+00:00,2292.168212890625,2292.168212890625,2292.168212890625,2292.168212890625,2292.168212890625,8468480
2023-12-25 15:45:00+00:00,2291.497314453125,2291.497314453125,2291.497314453125,2291.497314453125,2291.497314453125,2802176
2023-12-25 15:46:00+00:00,2293.28076171875,2293.28076171875,2293.28076171875,2293.28076171875,2293.28076171875,887808
2023-12-25 15:47:00+00:00,2292.67724609375,2292.67724609375,2292.67724609375,2292.67724609375,2292.67724609375,16647168
2023-12-25 15:48:00+00:00,2292.47607421875,2292.47607421875,2292.47607421875,2292.47607421875,2292.47607421875,850432
2023-12-25 15:49:00+00:00,2291.24658203125,2291.24658203125,2291.24658203125,2291.24658203125,2291.24658203125,5555200
2023-12-25 15:50:00+00:00,2290.4921875,2290.4921875,2290.4921875,2290.4921875,2290.4921875,65536
2023-12-25 15:51:00+00:00,2289.7568359375,2289.7568359375,2289.7568359375,2289.7568359375,2289.7568359375,1910272
2023-12-25 15:52:00+00:00,2289.23486328125,2289.23486328125,2289.23486328125,2289.23486328125,2289.23486328125,0
2023-12-25 15:53:00+00:00,2288.3095703125,2288.3095703125,2288.3095703125,2288.3095703125,2288.3095703125,1865728
2023-12-25 15:54:00+00:00,2287.64599609375,2287.64599609375,2287.64599609375,2287.64599609375,2287.64599609375,15360
2023-12-25 15:55:00+00:00,2287.837890625,2287.837890625,2287.837890625,2287.837890625,2287.837890625,1495040
2023-12-25 15:56:00+00:00,2288.259033203125,2288.259033203125,2288.259033203125,2288.259033203125,2288.259033203125,5180928
2023-12-25 15:57:00+00:00,2287.695556640625,2287.695556640625,2287.695556640625,2287.695556640625,2287.695556640625,0
2023-12-25 15:58:00+00:00,2287.62939453125,2287.62939453125,2287.62939453125,2287.62939453125,2287.62939453125,1259520
2023-12-25 15:59:00+00:00,2286.178955078125,2286.178955078125,2286.178955078125,2286.178955078125,2286.178955078125,3535872
2023-12-25 16:00:00+00:00,2286.178955078125,2286.178955078125,2286.178955078125,2286.178955078125,2286.178955078125,4130816
2023-12-25 16:01:00+00:00,2285.846435546875,2285.846435546875,2285.846435546875,2285.846435546875,2285.846435546875,253952
2023-12-25 16:02:00+00:00,2286.35107421875,2286.35107421875,2286.35107421875,2286.35107421875,2286.35107421875,0
2023-12-25 16:03:00+00:00,2287.98388671875,2287.98388671875,2287.98388671875,2287.98388671875,2287.98388671875,0
2023-12-25 16:04:00+00:00,2286.8896484375,2286.8896484375,2286.8896484375,2286.8896484375,2286.8896484375,1391616
2023-12-25 16:05:00+00:00,2285.724609375,2285.724609375,2285.724609375,2285.724609375,2285.724609375,6738944
2023-12-25 16:06:00+00:00,2284.43017578125,2284.43017578125,2284.43017578125,2284.43017578125,2284.43017578125,55808
2023-12-25 16:07:00+00:00,2284.19287109375,2284.19287109375,2284.19287109375,2284.19287109375,2284.19287109375,1668608
2023-12-25 16:08:00+00:00,2283.3388671875,2283.3388671875,2283.3388671875,2283.3388671875,2283.3388671875,6085120
2023-12-25 16:09:00+00:00,2281.879638671875,2281.879638671875,2281.879638671875,2281.879638671875,2281.879638671875,1921536
2023-12-25 16:10:00+00:00,2283.343017578125,2283.343017578125,2283.343017578125,2283.343017578125,2283.343017578125,0
2023-12-25 16:11:00+00:00,2285.429931640625,2285.429931640625,2285.429931640625,2285.429931640625,2285.429931640625,7266816
2023-12-25 16:12:00+00:00,2285.381591796875,2285.381591796875,2285.381591796875,2285.381591796875,2285.381591796875,0
2023-12-25 16:13:00+00:00,2285.6904296875,2285.6904296875,2285.6904296875,2285.6904296875,2285.6904296875,2571776
2023-12-25 16:14:00+00:00,2285.255615234375,2285.255615234375,2285.255615234375,2285.255615234375,2285.255615234375,0
2023-12-25 16:15:00+00:00,2285.066650390625,2285.066650390625,2285.066650390625,2285.066650390625,2285.066650390625,258048
2023-12-25 16:16:00+00:00,2285.92578125,2285.92578125,2285.92578125,2285.92578125,2285.92578125,1933824
2023-12-25 16:18:00+00:00,2284.2216796875,2284.2216796875,2284.2216796875,2284.2216796875,2284.2216796875,9805312
2023-12-25 16:19:00+00:00,2284.143798828125,2284.143798828125,2284.143798828125,2284.143798828125,2284.143798828125,2036224
2023-12-25 16:20:00+00:00,2285.037109375,2285.037109375,2285.037109375,2285.037109375,2285.037109375,2774528
2023-12-25 16:21:00+00:00,2285.06494140625,2285.06494140625,2285.06494140625,2285.06494140625,2285.06494140625,355840
2023-12-25 16:22:00+00:00,2284.3583984375,2284.3583984375,2284.3583984375,2284.3583984375,2284.3583984375,75776
2023-12-25 16:23:00+00:00,2282.312744140625,2282.312744140625,2282.312744140625,2282.312744140625,2282.312744140625,0
2023-12-25 16:24:00+00:00,2281.099365234375,2281.099365234375,2281.099365234375,2281.099365234375,2281.099365234375,0
2023-12-25 16:25:00+00:00,2282.558837890625,2282.558837890625,2282.558837890625,2282.558837890625,2282.558837890625,2759168
2023-12-25 16:26:00+00:00,2282.464599609375,2282.464599609375,2282.464599609375,2282.464599609375,2282.464599609375,2048000
2023-12-25 16:27:00+00:00,2280.2958984375,2280.2958984375,2280.2958984375,2280.2958984375,2280.2958984375,1446912
2023-12-25 16:28:00+00:00,2280.60888671875,2280.60888671875,2280.60888671875,2280.60888671875,2280.60888671875,0
2023-12-25 16:29:00+00:00,2282.68408203125,2282.68408203125,2282.68408203125,2282.68408203125,2282.68408203125,9525760
2023-12-25 16:30:00+00:00,2282.252685546875,2282.252685546875,2282.252685546875,2282.252685546875,2282.252685546875,1414656
2023-12-25 16:31:00+00:00,2282.461669921875,2282.461669921875,2282.461669921875,2282.461669921875,2282.461669921875,0
2023-12-25 16:32:00+00:00,2281.06005859375,2281.06005859375,2281.06005859375,2281.06005859375,2281.06005859375,5188096
2023-12-25 16:33:00+00:00,2281.3994140625,2281.3994140625,2281.3994140625,2281.3994140625,2281.3994140625,217088
2023-12-25 16:34:00+00:00,2279.906494140625,2279.906494140625,2279.906494140625,2279.906494140625,2279.906494140625,1586688
2023-12-25 16:35:00+00:00,2281.12744140625,2281.12744140625,2281.12744140625,2281.12744140625,2281.12744140625,0
2023-12-25 16:36:00+00:00,2279.027587890625,2279.027587890625,2279.027587890625,2279.027587890625,2279.027587890625,0
2023-12-25 16:37:00+00:00,2278.394775390625,2278.394775390625,2278.394775390625,2278.394775390625,2278.394775390625,2600960
2023-12-25 16:38:00+00:00,2278.3505859375,2278.3505859375,2278.3505859375,2278.3505859375,2278.3505859375,6065664
2023-12-25 16:39:00+00:00,2276.912109375,2276.912109375,2276.912109375,2276.912109375,2276.912109375,1323008
2023-12-25 16:40:00+00:00,2274.98046875,2274.98046875,2274.98046875,2274.98046875,2274.98046875,665600
2023-12-25 16:41:00+00:00,2271.860107421875,2271.860107421875,2271.860107421875,2271.860107421875,2271.860107421875,6956544
2023-12-25 16:42:00+00:00,2272.516845703125,2272.516845703125,2272.516845703125,2272.516845703125,2272.516845703125,3025920
2023-12-25 16:43:00+00:00,2272.92138671875,2272.92138671875,2272.92138671875,2272.92138671875,2272.92138671875,7959040
2023-12-25 16:44:00+00:00,2272.808837890625,2272.808837890625,2272.808837890625,2272.808837890625,2272.808837890625,25385984
2023-12-25 16:45:00+00:00,2272.3671875,2272.3671875,2272.3671875,2272.3671875,2272.3671875,1374208
2023-12-25 16:46:00+00:00,2270.993408203125,2270.993408203125,2270.993408203125,2270.993408203125,2270.993408203125,1005568
2023-12-25 16:47:00+00:00,2271.360107421875,2271.360107421875,2271.360107421875,2271.360107421875,2271.360107421875,15478272
2023-12-25 16:48:00+00:00,2272.787841796875,2272.787841796875,2272.787841796875,2272.787841796875,2272.787841796875,350720
2023-12-25 16:49:00+00:00,2272.970458984375,2272.970458984375,2272.970458984375,2272.970458984375,2272.970458984375,5710336
2023-12-25 16:50:00+00:00,2273.616943359375,2273.616943359375,2273.616943359375,2273.616943359375,2273.616943359375,10122240
2023-12-25 16:51:00+00:00,2271.539794921875,2271.539794921875,2271.539794921875,2271.539794921875,2271.539794921875,2256896
2023-12-25 16:52:00+00:00,2274.285400390625,2274.285400390625,2274.285400390625,2274.285400390625,2274.285400390625,207360
