Datetime,Open,High,Low,Close,Adj Close,Volume
2023-12-25 14:20:00+00:00,0.6126839518547058,0.6126839518547058,0.6126839518547058,0.6126839518547058,0.6126839518547058,0
2023-12-25 14:21:00+00:00,0.6125830411911011,0.6125830411911011,0.6125830411911011,0.6125830411911011,0.6125830411911011,80832
2023-12-25 14:22:00+00:00,0.6128483414649963,0.6128483414649963,0.6128483414649963,0.6128483414649963,0.6128483414649963,55296
2023-12-25 14:23:00+00:00,0.6129177808761597,0.6129177808761597,0.6129177808761597,0.6129177808761597,0.6129177808761597,0
2023-12-25 14:24:00+00:00,0.6130990982055664,0.6130990982055664,0.6130990982055664,0.6130990982055664,0.6130990982055664,42688
2023-12-25 14:25:00+00:00,0.6139177083969116,0.6139177083969116,0.6139177083969116,0.6139177083969116,0.6139177083969116,77184
2023-12-25 14:26:00+00:00,0.6139265894889832,0.6139265894889832,0.6139265894889832,0.6139265894889832,0.6139265894889832,158976
2023-12-25 14:27:00+00:00,0.6140718460083008,0.6140718460083008,0.6140718460083008,0.6140718460083008,0.6140718460083008,0
2023-12-25 14:28:00+00:00,0.6140501499176025,0.6140501499176025,0.6140501499176025,0.6140501499176025,0.6140501499176025,11072
2023-12-25 14:29:00+00:00,0.6140841841697693,0.6140841841697693,0.6140841841697693,0.6140841841697693,0.6140841841697693,0
2023-12-25 14:30:00+00:00,0.6141370534896851,0.6141370534896851,0.6141370534896851,0.6141370534896851,0.6141370534896851,36160
2023-12-25 14:31:00+00:00,0.614310622215271,0.614310622215271,0.614310622215271,0.614310622215271,0.614310622215271,88960
2023-12-25 14:32:00+00:00,0.6142882108688354,0.6142882108688354,0.6142882108688354,0.6142882108688354,0.6142882108688354,0
2023-12-25 14:33:00+00:00,0.614313542842865,0.614313542842865,0.614313542842865,0.614313542842865,0.614313542842865,14592
2023-12-25 14:34:00+00:00,0.6145360469818115,0.6145360469818115,0.6145360469818115,0.6145360469818115,0.6145360469818115,0
2023-12-25 14:35:00+00:00,0.6145353317260742,0.6145353317260742,0.6145353317260742,0.6145353317260742,0.6145353317260742,0
2023-12-25 14:36:00+00:00,0.6145576238632202,0.6145576238632202,0.6145576238632202,0.6145576238632202,0.6145576238632202,0
2023-12-25 14:37:00+00:00,0.6141434907913208,0.6141434907913208,0.6141434907913208,0.6141434907913208,0.6141434907913208,21952
2023-12-25 14:38:00+00:00,0.6140628457069397,0.6140628457069397,0.6140628457069397,0.6140628457069397,0.6140628457069397,0
2023-12-25 14:39:00+00:00,0.6139808297157288,0.6139808297157288,0.6139808297157288,0.6139808297157288,0.6139808297157288,0
2023-12-25 14:40:00+00:00,0.6138863563537598,0.6138863563537598,0.6138863563537598,0.6138863563537598,0.6138863563537598,0
